Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.998431396484,-1.0,0,3025,0,403,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realTweets/Twitter_volume_FB.csv,0.998431396484,1.71868563755,2,13501,0,1580,15833
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realTweets/Twitter_volume_AMZN.csv,0.998431396484,-0.282218558659,3,13501,0,1577,15831
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realKnownCause/machine_temperature_system_failure.csv,0.998431396484,-4.0,0,19677,0,2268,22695
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realTweets/Twitter_volume_GOOG.csv,0.998431396484,-0.0669119289715,3,13659,1,1429,15842
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realKnownCause/rogue_agent_key_updown.csv,0.998431396484,-2.22,0,4034,1,530,5315
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.998431396484,0.858908670438,2,3025,0,401,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.998431396484,-1.0,0,3025,0,403,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAdExchange/exchange-4_cpm_results.csv,0.998431396484,1.55270035668,4,1233,0,160,1643
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.998431396484,0.0551439944156,3,3020,3,402,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realTweets/Twitter_volume_UPS.csv,0.998431396484,0.00173121156615,8,13528,3,1577,15866
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.998431396484,-0.66,0,3425,3,0,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.998431396484,-0.5156807294,3,3541,7,470,4730
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.998431396484,0.846579666832,2,3083,2,341,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.998431396484,-0.66,0,3425,3,0,4032
recentErrorpredictionMultiStepNNMultiStep1Window50errorInput5mseconvergenceLoss13146,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,0.998431396484,0.858908670438,3,3025,0,400,4032
Totals,,,,-32.7443802199,90,299284,63,33405,365558
